time,seconds_elapsed,z,y,x
1760471333559417600,0.03141748046875,-0.004486361052840948,-0.18272879719734192,-0.0015667376574128866
1760471333569379600,0.041379638671875,-0.007011836860328913,-0.13830967247486115,-0.05919674411416054
1760471333579342600,0.051342529296875,0.004861334338784218,-0.10750888288021088,-0.10255806893110275
1760471333589304300,0.06130419921875,0.0085466168820858,-0.10326060652732849,-0.10319189727306366
1760471333599266600,0.0712666015625,0.0026706180069595575,-0.10726334154605865,-0.07543430477380753
1760471333609228500,0.081228515625,-0.0022772690281271935,-0.08367838710546494,-0.03928828239440918
1760471333619190500,0.0911904296875,-0.010672884061932564,-0.027831630781292915,-0.0067239492200315
1760471333629153500,0.101153564453125,-0.01685594581067562,-0.0021225393284112215,0.02010473608970642
1760471333639115500,0.111115478515625,-0.010121610015630722,-0.005144960712641478,0.031151793897151947
1760471333649077500,0.121077392578125,-0.0002388855500612408,-0.013114736415445805,0.034801654517650604
1760471333659039500,0.13103955078125,0.004571315832436085,-0.04011546075344086,0.03893275186419487
1760471333669001500,0.14100146484375,0.003924966789782047,-0.05308106169104576,0.03482216224074364
1760471333678964700,0.15096484375,-0.003132676472887397,-0.06383384019136429,0.013231382705271244
1760471333688926500,0.160926513671875,-0.003245061729103327,-0.06750287860631943,-0.0276848915964365
1760471333698888400,0.170888427734375,0.005625661462545395,-0.05685129761695862,-0.07345131039619446
1760471333708850700,0.1808505859375,0.009946107864379883,-0.039740487933158875,-0.10525292158126831
1760471333718812400,0.1908125,0.012686500325798988,-0.042700592428445816,-0.12003666162490845
1760471333728775400,0.200775390625,0.012291553430259228,-0.04280312359333038,-0.12987171113491058
1760471333738737700,0.210737548828125,0.009807356633245945,-0.04386226460337639,-0.1244891956448555
1760471333748699400,0.220699462890625,0.003724697045981884,-0.04416932538151741,-0.11026418954133987
1760471333758661600,0.23066162109375,-0.0029739518649876118,-0.024036094546318054,-0.08311618864536285
1760471333768623600,0.24062353515625,-0.007961253635585308,0.0014671353856101632,-0.05693598836660385
1760471333778586600,0.250586669921875,-0.00640703272074461,0.02496234141290188,-0.04402711242437363
1760471333788548400,0.26054833984375,-0.0054240599274635315,0.03465118631720543,-0.0400635302066803
1760471333798510600,0.270510498046875,-0.005007009021937847,0.03937670215964317,-0.04746711626648903
1760471333808472600,0.28047265625,-0.0031467911321669817,0.04782957211136818,-0.06645918637514114
1760471333818434600,0.2904345703125,-0.007810784969478846,0.038541801273822784,-0.09526872634887695
1760471333828397600,0.3003974609375,-0.006868026219308376,0.009612413123250008,-0.13263900578022003
1760471333838359600,0.310359619140625,0.0009853695519268513,-0.0022708773612976074,-0.17614519596099854
1760471333848321500,0.320321533203125,0.0028391960076987743,0.002630936913192272,-0.21282891929149628
1760471333858283500,0.330283447265625,-0.03548502177000046,-0.06600511819124222,-0.2877526879310608
1760471333868245500,0.34024560546875,-0.019931895658373833,-0.13396072387695312,-0.33682650327682495
1760471333878207500,0.35020751953125,0.0037984666414558887,-0.15162335336208344,-0.36198723316192627
1760471333888170500,0.36017041015625,0.005195028148591518,-0.1435190886259079,-0.3754862844944
1760471333898132500,0.370132568359375,0.004216050263494253,-0.10316739976406097,-0.3768104016780853
1760471333908094700,0.3800947265625,-0.003879426745697856,-0.03351801261305809,-0.3684043884277344
1760471333918056400,0.390056396484375,-0.012824186123907566,0.014723818749189377,-0.3520105183124542
1760471333928018700,0.400018798828125,-0.01275600865483284,0.04893824830651283,-0.3271038234233856
1760471333937981700,0.409981689453125,-0.012094479985535145,0.07432056963443756,-0.30559054017066956
1760471333947943400,0.419943359375,-0.013996508903801441,0.08861561864614487,-0.29834115505218506
1760471333957905400,0.429905517578125,-0.019756926223635674,0.09871139377355576,-0.31080448627471924
1760471333967867600,0.43986767578125,-0.020867731422185898,0.07284224778413773,-0.34938010573387146
1760471333977829400,0.449829345703125,-0.013217801228165627,0.03840464726090431,-0.39643949270248413
1760471333987792400,0.45979248046875,-0.0023928501177579165,0.025399100035429,-0.44604218006134033
1760471333997754600,0.469754638671875,0.001805623178370297,0.03544720634818077,-0.4858143627643585
1760471334007716400,0.47971630859375,-0.002776079112663865,0.044566135853528976,-0.5125918984413147
1760471334017678600,0.4896787109375,-0.004068244714289904,0.03147563338279724,-0.5336290597915649
1760471334027640600,0.499640625,-0.004954278469085693,0.008824383839964867,-0.5369888544082642
1760471334037603600,0.509603515625,0.000988032785244286,0.013872938230633736,-0.5286015272140503
1760471334047565600,0.519565673828125,0.00242161238566041,0.040235571563243866,-0.5102925300598145
1760471334057527600,0.529527587890625,0.007022755686193705,0.07955421507358551,-0.4877220094203949
1760471334067489500,0.539489501953125,0.0009805759182199836,0.09711562842130661,-0.4730263948440552
1760471334077451500,0.549451416015625,-0.011482751928269863,0.12334563583135605,-0.4695073068141937
1760471334087414500,0.55941455078125,-0.02040913514792919,0.13294287025928497,-0.4739515781402588
1760471334097376500,0.56937646484375,-0.02118890918791294,0.1138211041688919,-0.4870399534702301
1760471334107338500,0.57933837890625,-0.01582956314086914,0.09361144155263901,-0.5220328569412231
1760471334117300500,0.589300537109375,-0.014213557355105877,0.10129652917385101,-0.5828219056129456
1760471334127262700,0.5992626953125,-0.012679575942456722,0.10738930851221085,-0.6479588150978088
1760471334137225700,0.609225830078125,-0.015806127339601517,0.08786514401435852,-0.7141993641853333
1760471334147187500,0.6191875,-0.030287597328424454,0.0750979483127594,-0.7910903692245483
1760471334157149400,0.6291494140625,-0.042874228209257126,0.09864774346351624,-0.8931317925453186
