start,end,predicted_mode,avg_speed,accel_variance,gyro_variance,accel_max
2025-10-14 19:48:53.570624500,2025-10-14 19:49:23.570624500,Stationary,0.4350000023841858,8.21082647249507,8.939244545760683,11.592199907264176
2025-10-14 19:49:03.570624500,2025-10-14 19:49:33.570624500,Walking,0.778571435383388,7.0701052648128435,7.35834203283543,11.592199907264176
